title,year,duration,rating,country,poster,genres,tags,imdb_score,rt_score,synopsis,services
The Alamo,1960,167.0,,America,https://img.reelgood.com/content/movie/5f189b11-dad0-4087-bf3d-e98cef5cbd58/poster-780.jpg,"Action & Adventure, Drama, History",Military,6.9,50%,The legendary true story of a small band of soldiers who sacrificed their lives in hopeless combat against a massive army in order to prevent a tyrant from smashing the new Republic of Texas.,"{""reelgood"": ""the-alamo-1960"", ""amazon"": ""B07PXDN2H4""}"
The Alamo: A True Story of Courage,2004,73.0,,,https://img.reelgood.com/content/movie/e9f8a896-0dde-410d-8917-909aced5cfc6/poster-780.jpg,"Documentary, History",,6.2,,"On March 6, 1836 the 13-day siege of the Alamo ended. Among the dead were three men destined to become martyrs and heroes: David Crockett, James Bowie and William B. Travis. Though considered a ""small affair"" at the time by victorious Mexican commander, General Santa Anna, the Alamo would take its place in history as a key battle of the Texas Revolution. Cries of Remember the Alamo! would eventually fuel an American victory over Mexico.","{""reelgood"": ""the-alamo-a-true-story-of-courage-2004"", ""amazon"": ""B07FBLDGYL""}"
The Alchemist Cookbook,2016,82.0,,America,https://img.reelgood.com/content/movie/b42d5081-0e31-40d6-a041-c748c2d12522/poster-780.jpg,"Drama, Horror",Science,5.1,76%,"Self-made chemist Sean, a recluse living in an old trailer in the woods, suffers from pill-popping delusions of fortune. When his manic attempts at cracking the ancient secret of alchemy go awry he unleashes something far more sinister and dangerous.","{""reelgood"": ""the-alchemist-cookbook-2016"", ""amazon"": ""B06XXV6CM3"", ""hulu"": ""the-alchemist-cookbook-51e14e46-b6ff-4db5-ae3a-9b9a78e5e697""}"
The Alibi,2006,90.0,18+ (R),Netherlands,https://img.reelgood.com/content/movie/2ad23baf-989f-4d09-85d9-2ebf36ba9b87/poster-780.jpg,"Comedy, Drama, Romance",Religion,6.4,57%,"Con man Ray Elliot decides to leave crime behind to start a company that sells fake alibis to clients who have been unfaithful to their significant others. It seems that the streetwise Ray has found his calling, until he unexpectedly becomes a murder suspect in a case involving one of his most influential customers. Now, as the police and an assassin called ""The Mormon"" track Ray, he and his attractive assistant, Lola, must clear their own names.","{""reelgood"": ""the-alibi-2006"", ""amazon"": ""B06XT81X9G""}"
The Alien and Me,2016,83.0,,,https://img.reelgood.com/content/movie/a9773b5c-f1b3-4a59-9722-8b699bcaa238/poster-780.jpg,"Comedy, Romance",,5.5,,"A punk band decides to hire a keyboard player in order to change their sound, despite the fact that this talented musician has Down Syndrome.","{""reelgood"": ""the-alien-and-me-2016"", ""netflix"": ""80134887""}"
The Alien Dead,1980,74.0,18+ (R),America,https://img.reelgood.com/content/movie/7c0ef1bc-7ead-45c2-aee0-7e0a69aa112f/poster-780.jpg,"Horror, Science-Fiction, Comedy","Zombie, Animal",2.9,,"A meteor strikes a houseboat in the swamps near a southern town populated by Yankees with fake accents. The people on the houseboat become zombies who feed on the alligators in the swamp. Once they run out of alligators, they start going for the citizens. A local scientist tries to figure out what's happening to people once they start disappearing.","{""reelgood"": ""the-alien-dead-1980"", ""amazon"": ""B07ZJXX7QX""}"
The A-List,2015,104.0,,America,https://img.reelgood.com/content/movie/dbc36d71-3fdc-44e2-a72d-1a5b3796e23f/poster-780.jpg,"Comedy, Drama",High School,5.2,,"Eric Schultz, the most popular student at Lake O'Dell High School, is coerced by his guidance counselor, Sylvia Martin, into fulfilling a list of her high school fantasies in order for him to graduate.","{""reelgood"": ""the-a-list-2015"", ""amazon"": ""B00WSD35VI""}"
The Allergy Fix,2014,46.0,,,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMTEiIGhlaWdodD0iMTIuNCIgeG1sbnM9Imh0dHA6Ly93d3cudzMub3JnLzIwMDAvc3ZnIj48cGF0aCBkPSJNMS43NjIuMjk4Qy44MDctLjI1Mi4wMzIuMjA4LjAzMiAxLjMwOHY5Ljc4YzAgMS4xMDguNzY4IDEuNTY0IDEuNzMgMS4wMWw4LjUzLTQuOTA0Yy45NTUtLjU1Ljk2Mi0xLjQzNyAwLTEuOTlMMS43NjEuMjk3eiIgc3Ryb2tlPSJudWxsIiBmaWxsPSIjMDgxMTE4IiBmaWxsLXJ1bGU9ImV2ZW5vZGQiLz48L3N2Zz4=",Documentary,,,,The Allergy Fix investigates why food allergies are on the rise and what's being done about it.,"{""reelgood"": ""the-allergy-fix-2014"", ""amazon"": ""B07FK86PG4""}"
The Alphabet Conspiracy,1959,60.0,,,https://img.reelgood.com/content/movie/08b9769e-ce52-4b45-82c2-551da83a1c23/poster-780.jpg,"Animation, Family, Fantasy, Documentary",,7.9,,"Dr. Frank Baxter, with the help of The Mad Hatter and Jabberwock, takes young Judy exploring the world of language, in which she finds out that language is for doing more than just talking.","{""reelgood"": ""the-alphabet-conspiracy-1959"", ""amazon"": ""B01IH6T3SI""}"
The Alternate,2000,95.0,18+ (R),South Africa,https://img.reelgood.com/content/movie/bcd4a09e-67c9-4a16-ab26-fe88707e20fe/poster-780.jpg,"Mystery, Thriller, Action & Adventure, Drama",Political,2.8,,"The President of the United States, in the midst of negative public opinion, is kidnapped while attending a charity function. However, this is all part of a plan to boost his ratings, the 'kidnappers' being a CIA black ops team. It seems like a great idea until the leader of the black ops decides he can make it away with the ransom money himself, but one of his team has other ideas.","{""reelgood"": ""the-alternate-2000"", ""amazon"": ""B07DYGXD4S""}"
The Amateurs,2005,96.0,18+ (R),,https://img.reelgood.com/content/movie/535fdcdc-fea9-4b00-8d85-62c20ea2d919/poster-780.jpg,"Comedy, Independent",,6.3,19%,Sex sells in America and these guys know it. The Amateurs follows a small town band of loveable losers who hit upon an idea that can make their dreams and fantasies come true. Thinking they've found the road to riches and fame they decide to make the world's most innocent adult film. Everyman's fantasy turns into a hilarious misadventure when they find they're in way over their heads.,"{""reelgood"": ""the-moguls-2005"", ""amazon"": ""B07DKYK97N""}"
The Amazing Adventure of Marchello the Cat,2017,,,,https://img.reelgood.com/content/movie/07f5b477-b633-455f-a50c-019b091b60aa/poster-780.jpg,,,,,"Marchello, a sheltered indoor cat escapes and is forced to face the challenges of the mean city streets in a quest to find his way home. The Amazing Adventure of Marchello the Cat is the first-ever live feature with a cast of real cats and was heartwarmingly filmed over six years, from the cats' point of view  - eight inches from the ground.","{""reelgood"": ""the-amazing-adventure-of-marchello-the-cat-2017"", ""amazon"": ""B079YG8CS7""}"
The Amazing Johnathan Documentary,2019,94.0,,,https://img.reelgood.com/content/movie/d346261f-ce54-48f5-b7c3-80a02d66fe04/poster-780.jpg,"Documentary, Comedy",,6.8,81%,"What begins as a documentary following the final tour of a dying magician—""The Amazing Johnathan""—becomes an unexpected and increasingly bizarre journey as the filmmaker struggles to separate truth from illusion.","{""reelgood"": ""the-amazing-johnathan-documentary-2019"", ""hulu"": ""the-amazing-johnathan-documentary-c71d9209-3142-4b3e-bbcb-2fe4d28f37fe""}"
The Amazing Mr. X,1948,78.0,,,https://img.reelgood.com/content/movie/cb293b98-ce61-45ea-8c7e-8fe1cd122eee/poster-780.jpg,"Thriller, Mystery, Horror",,6.4,,"On the beach one night, Christine Faber, two years a widow, thinks she hears her late husband Paul calling out of the surf...then meets a tall dark man, Alexis, who seems to know all about such things. After more ghostly manifestations, Christine and younger sister Janet become enmeshed in the eerie artifices of Alexis; but he in turn finds himself manipulated into deeper deviltry than he had in mind...","{""reelgood"": ""the-amazing-mr-x-1948"", ""amazon"": ""B075JQ3NHZ""}"
The Amazing Praybeyt Benjamin,2014,105.0,,Philippines,https://img.reelgood.com/content/movie/97f14168-83cb-4848-9399-6faac3fe811e/poster-780.jpg,"Action & Adventure, LGBTQ, Comedy, Fantasy, Drama",Military,4.1,,A soldier who once saved the entire country is assigned to guard a genius child whose intellect is needed to foil the plans of an evil villain.,"{""reelgood"": ""the-amazing-praybeyt-benjamin-2014"", ""netflix"": ""81010863""}"
The Amazing Quest of Ernest Bliss,1936,80.0,,,https://img.reelgood.com/content/movie/9340a718-7132-4a46-b1fa-35e155c35435/poster-780.jpg,"Drama, Romance, Comedy",,6.3,,A bored millionaire wagers his doctor that he can support himself at a working class job for year without touching his inheritance.,"{""reelgood"": ""the-amazing-adventure-1936"", ""amazon"": ""B002V8M5XE""}"
The Amazing Transparent Man,1960,57.0,,America,https://img.reelgood.com/content/movie/195472e9-08a0-4ca9-83f8-f604ed7d239e/poster-780.jpg,"Science-Fiction, Mystery, Thriller","Military, Science",3.9,40%,"An ex-major forces a scientist to develop a invisibility formula, with which he plans to create an invisible army and sell it to the highest bidder. However there are side effects to the formula.","{""reelgood"": ""the-amazing-transparent-man-1960"", ""amazon"": ""B001J2FZOY""}"
The Amazing Zorro,2002,72.0,,,https://img.reelgood.com/content/movie/8450e2b0-8c4b-4823-8ca9-34cd7db45699/poster-780.jpg,"Animation, Action & Adventure, Family",,6.2,,"The exciting tale of Don Diego Vega, a lazy young aristocrat in early California living a secret life as Zorro, the mysterious masked avenger and, defender of the oppressed. Zorro appears when least expected by the authorities, always bearing a sure sword, a swift horse, and a wicked sense of humor. Based on ""The Curse of Capistrano,"" the story that established Zorro as an international hero.","{""reelgood"": ""the-amazing-zorro-2002"", ""amazon"": ""B07W1ZZP2R""}"
The American Meme,2018,95.0,,,https://img.reelgood.com/content/movie/030ae33e-c9ad-418e-9fc0-bce839477809/poster-780.jpg,Documentary,,7.5,100%,"Paris Hilton, the Fat Jew, and Brittany Furlan have all used social media to achieve massive internet fame. But, American Meme explores, is it worth it?","{""reelgood"": ""the-american-meme-2018"", ""netflix"": ""81003741""}"
The American Nightmare,2000,73.0,18+ (R),,https://img.reelgood.com/content/movie/01aa6def-172c-432d-83a2-89ba91ba187f/poster-780.jpg,"Documentary, Horror",,7.3,67%,"An examination into the nature of 1960's-70's horror films, the involved artists, and how they reflected contemporary society.","{""reelgood"": ""the-american-nightmare-2000"", ""amazon"": ""B017UN84ES""}"
The American Ruling Class,2005,85.0,All (G),,https://img.reelgood.com/content/movie/89ce6c81-9dbb-4271-8848-55efba5526ae/poster-780.jpg,"Comedy, Documentary",,6.9,,"This inventive, mildly fictionalized documentary follows noted editor Lewis Lapham as he introduces two Ivy League graduates to America's elite in an effort to examine the role of class and moneyed privilege in American democracy. With stops at the Pentagon, posh Manhattan parties and more, Lapham encounters luminaries -- including James Baker III and Walter Cronkite -- who each share their perspectives on America's ruling class.","{""reelgood"": ""the-american-ruling-class-2005"", ""amazon"": ""B00950XBPM""}"
The Amish: Shunned,2014,112.0,7+ (PG),,https://img.reelgood.com/content/movie/3494f4c7-371c-425a-b37d-cef76c03653f/poster-780.jpg,"Documentary, Biography, History",,6.5,,The story of shunning in Amish communities.,"{""reelgood"": ""the-amish-shunned-2014"", ""amazon"": ""B00I95Q0EI""}"
The Amityville Haunting,2011,86.0,,America,https://img.reelgood.com/content/movie/88ca2194-21e1-4e33-9d7a-c2165d96ab38/poster-780.jpg,Horror,Supernatural,2.6,,"This movie is a 'found-footage' film about the Benson family who move in to the infamous house where the DeFeo family were murdered in the 1970s over 30 years earlier. Things start happening to anyone who visits this house, and whoever lives there. This is the footage retrieved from the camera.","{""reelgood"": ""the-amityville-haunting-2011"", ""amazon"": ""B01GWPNN64""}"
The Amityville Horror,1979,117.0,18+ (R),America,https://img.reelgood.com/content/movie/5103bb12-3172-44c5-9aff-0afab44a839d/poster-780.jpg,"Drama, Horror","Supernatural, Ghost",6.2,28%,"George Lutz and his wife Kathleen, move into their Long Island dream house with their children only for their lives to be turned into a hellish nightmare. The legacy of a murder committed in the house gradually affects the family and a priest is brought in to try and exorcise the demonic presence from their home.","{""reelgood"": ""the-amityville-horror-1979"", ""amazon"": ""B07D6S7DRK"", ""hulu"": ""the-amityville-horror-f1b7dfea-6678-49a7-8e45-758e8bad119e""}"
The Amityville Horror,2005,90.0,18+ (R),America,https://img.reelgood.com/content/movie/f623ca95-3fc2-487b-b6f7-95a762b9f348/poster-780.jpg,"Drama, Horror, Mystery","Supernatural, Ghost, Religion, Adaptation, Based On True Story",6,,A family is terrorized by demonic forces after moving into a home that was the site of a grisly mass-murder.,"{""reelgood"": ""the-amityville-horror-2005"", ""amazon"": ""B01BYXP3HQ"", ""hulu"": ""the-amityville-horror-ba100981-0e0c-47bf-83f6-ba9322b92d7d""}"
The Amityville Terror,2016,84.0,,America,https://img.reelgood.com/content/movie/d53a8adb-0035-4d9b-84b9-c36fdbf59779/poster-780.jpg,Horror,Ghost,3.1,,"When a new family moves to an old house in Amityville, they are tormented and tortured by an evil spirit living in the home while trapped by the malicious townspeople who want to keep them there.","{""reelgood"": ""the-amityville-terror-2016"", ""amazon"": ""B01HP3JRGM""}"
The Anarchists,2000,104.0,,,https://img.reelgood.com/content/movie/6e1e4982-a2ea-48a9-a869-16abb0f00340/poster-780.jpg,"Action & Adventure, Thriller",,5.8,,A group of Korean anarchists in 1920s China are determined to overthrow the military and government.,"{""reelgood"": ""the-anarchists-2000"", ""amazon"": ""B071RZR5MB""}"
The Anatomy of Love,2010,100.0,,,https://img.reelgood.com/content/movie/c27f6dd2-4111-4820-9b5b-787167322297/poster-780.jpg,"Comedy, Drama, Romance",,4.9,,"Cassious is a hopelessly romantic college student seeking to find love and companionship with his best friend Jenesis. Jenesis is an emotionally scarred college girl who has outspokenly lost her faith in true love. Cassious is careful to not to spill his true feelings knowing her feelings regarding love and their friendship. Jenesis expresses her stern opinions of love in one of her college courses and winds up with a special assignment. Jenesis is challenged by her professor to document the opinions of at least 10 of her peers on the question ""What is love?"". Once she has documented her peers she is then to document her opinion after listening to her peers to see if her idea has changed. As Jenesis has done her whole life, she depends on Cassious to help her complete her learning and love. Cassious gets ribbed by his friends for following Jenesis around constantly and being her errand boy as she jumps from guy to guy and dismissed Cassious' obvious feelings... Written by Mason Younge","{""reelgood"": ""the-anatomy-of-love-2010"", ""amazon"": ""B06XV1G4SG""}"
The Angel,2018,114.0,18+ (R),Bulgaria,https://img.reelgood.com/content/movie/565ba129-0921-4df7-8205-57758287c10a/poster-780.jpg,"Action & Adventure, Drama, History, Thriller, Mystery","Egypt, War, About Africa, Political",6.6,75%,"True story of Ashraf Marwan, who was President Nasser's son-in-law and special adviser and confidant to his successor Anwar Sadat - while simultaneously Israeli Intelligence's most precious asset of the 20th century. Based on NYT bestselling book 'The Angel: The Egyptian Spy Who Saved Israel' by Uri Bar-Joseph.","{""reelgood"": ""the-angel-2018"", ""netflix"": ""80188120"", ""amazon"": ""B07Z8FMYJS""}"
The Angriest Man in Brooklyn,2014,84.0,18+ (R),America,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMTEiIGhlaWdodD0iMTIuNCIgeG1sbnM9Imh0dHA6Ly93d3cudzMub3JnLzIwMDAvc3ZnIj48cGF0aCBkPSJNMS43NjIuMjk4Qy44MDctLjI1Mi4wMzIuMjA4LjAzMiAxLjMwOHY5Ljc4YzAgMS4xMDguNzY4IDEuNTY0IDEuNzMgMS4wMWw4LjUzLTQuOTA0Yy45NTUtLjU1Ljk2Mi0xLjQzNyAwLTEuOTlMMS43NjEuMjk3eiIgc3Ryb2tlPSJudWxsIiBmaWxsPSIjMDgxMTE4IiBmaWxsLXJ1bGU9ImV2ZW5vZGQiLz48L3N2Zz4=","Comedy, Drama","Dark Comedy, New York, Doctor, Medical",5.7,9%,"After learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.","{""reelgood"": ""the-angriest-man-in-brooklyn-2014"", ""amazon"": ""B07XG4PHHF""}"
The Angry Brigade: The Spectacular Rise and Fall of Britain's First Urban Guerilla Group,1973,90.0,,,https://img.reelgood.com/content/movie/a473fdc4-4652-4a7e-aa8c-dcec33739333/poster-780.jpg,Documentary,,,,"Produced in collaboration with the BBC, Gordon Carr's documentary recounts the exploits and prosecution of the Angry Brigade, the British libertarian communist group responsible for a rash of property-targeted bombings between 1970 and 1972. After their arrest, the central members of the group became the defendants of one of the longest trials in English history, spanning nearly six full months in 1972.","{""reelgood"": ""the-angry-brigade-the-spectacular-rise-and-fall-of-britains-first-urban-guerilla-group-1973"", ""amazon"": ""B0794VLH1G""}"
The Animal Kingdom,1932,85.0,,America,https://img.reelgood.com/content/movie/e29999db-09c1-4104-aa2b-75df3f4e5e18/poster-780.jpg,"Comedy, Drama, Romance",New York,6.4,,"Tom Collier has had a great relationship with Daisy, but when he decides to marry, it is not Daisy whom he asks, it is Cecelia. After the marriage, Tom is bored with the social scene and the obligations of his life. He publishes books that will sell, not books that he wants to write. Even worse, he has his old friend working as a butler and Cecelia wants him fired. When Tom tries to get back together with Daisy to renew the feelings that he once felt, Daisy turns the tables on him and leaves to protect both of them.","{""reelgood"": ""the-animal-kingdom-1932"", ""amazon"": ""B004J8L062""}"
The Annihilators,1985,84.0,18+ (R),America,https://img.reelgood.com/content/movie/e18bc6c4-d84c-436d-aee6-720b8ec4f2bd/poster-780.jpg,"Action & Adventure, Crime, Drama",Military,5,,"Upon his return from Vietnam, an ex-soldier finds his neighborhood has deteriorated badly, and is being terrorized by a vicious street gang. He calls some of his GI buddies, and together they hatch a plan to get rid of the gang.","{""reelgood"": ""the-annihilators-1985"", ""amazon"": ""B01EKNRUVO""}"
The Ann Jillian Story,1988,96.0,,,https://img.reelgood.com/content/movie/d564ba99-8149-495d-bed3-36d78aef532d/poster-780.jpg,"Biography, Drama",,5.5,,Ann Jillian finds out she has cancer and the movie shows how she deals with that (the hospital treatments and impact on her life).,"{""reelgood"": ""the-ann-jillian-story-1988"", ""amazon"": ""B07HCTC49K""}"
The Anonymous Heroes,1971,103.0,,Hong Kong,https://img.reelgood.com/content/movie/68c28051-97ab-4a10-bcd8-4e3dcf9d55d7/poster-780.jpg,"Action & Adventure, Comedy","War, Martial Arts",6.1,,"A perennial Chang Cheh favorite, Anonymous Heroes focuses on two vagabond brothers, Meng Kang (David Chiang) and Tieh (Ti Lung) who, in the search for fame and fortune, join in a rebellion against a provincial general. Used to shaking down local vendors for food and gambling away their limited funds, they are recruited by a local rebel leader (Ku Feng) who promises them a glorious adventure. The rebels plan is to steal a huge cache of new rifles set to be delivered to the barracks of the local army. With the help of an officer’s daughter (Ching Li), their plan starts out well, but inevitably slips toward a heroic but tragic finale.","{""reelgood"": ""the-anonymous-heroes-1971"", ""amazon"": ""B00V3BZUPA""}"
The Answer,2015,83.0,,America,https://img.reelgood.com/content/movie/b4cfc7c7-478b-4987-bcce-fd015de032f6/poster-780.jpg,"Action & Adventure, Science-Fiction, Thriller, Mystery, Romance","Alien, Mature",4.1,,"When mailman Bridd Takes his sexy date Charlotte home, they find their boss on the floor with a mail opener stuck in his chest. The assailants are also after Bridd and he has to use all his talents to foil an extra-terrestrial complot.","{""reelgood"": ""the-answer-2015"", ""amazon"": ""B071K7G24S""}"
The Ant's Scream,2011,120.0,,,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMTEiIGhlaWdodD0iMTIuNCIgeG1sbnM9Imh0dHA6Ly93d3cudzMub3JnLzIwMDAvc3ZnIj48cGF0aCBkPSJNMS43NjIuMjk4Qy44MDctLjI1Mi4wMzIuMjA4LjAzMiAxLjMwOHY5Ljc4YzAgMS4xMDguNzY4IDEuNTY0IDEuNzMgMS4wMWw4LjUzLTQuOTA0Yy45NTUtLjU1Ljk2Mi0xLjQzNyAwLTEuOTlMMS43NjEuMjk3eiIgc3Ryb2tlPSJudWxsIiBmaWxsPSIjMDgxMTE4IiBmaWxsLXJ1bGU9ImV2ZW5vZGQiLz48L3N2Zz4=",Drama,,6.1,,"Released after being wrongly imprisoned in Iraq, an Egyptian contractor returns home to a country on the brink of revolution.","{""reelgood"": ""the-ants-scream-2011"", ""netflix"": ""81035874""}"
The Apartment,1960,125.0,7+ (PG),America,https://img.reelgood.com/content/movie/430f75c6-5214-4431-86ce-c1c30e4f14e8/poster-780.jpg,"Comedy, Drama, Romance","New York, Holiday, Christmas, Sports",8.3,94%,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.","{""reelgood"": ""the-apartment-1960"", ""amazon"": ""B07K1LTXM4""}"
The Ape,1940,62.0,All (G),America,https://img.reelgood.com/content/movie/3f6f9b84-53dd-4ff9-9eed-5736cd09caf5/poster-780.jpg,"Horror, Science-Fiction, Drama",Animal,4.6,40%,"A mad scientist searching for a cure for polio. Dr. Bernard Adrian is a kindly mad scientist who seeks to cure a young woman's polio. He needs spinal fluid from a human to complete the formula for his experimental serum. Meanwhile, a vicious circus ape has broken out of its cage, and is terrorizing towns people.","{""reelgood"": ""the-ape-1940"", ""amazon"": ""B001NTZHE6""}"
The Ape Man,1943,64.0,All (G),,https://img.reelgood.com/content/movie/87c94776-4828-43de-a165-e4c3e69d7d03/poster-780.jpg,"Horror, Science-Fiction, Action & Adventure, Drama, Thriller",,4.5,,Scientist turned into an ape man,"{""reelgood"": ""the-ape-man-1943"", ""amazon"": ""B000GW2G68""}"
The Apocalypse,1997,91.0,18+ (R),,https://img.reelgood.com/content/movie/0008d85b-88a0-4fa4-ba85-dd28efe35fce/poster-780.jpg,"Action & Adventure, Science-Fiction, Drama, Thriller",,4.3,,A salvage pilot and a bartender go up against a crazed computer programmer and the head of a criminal gang who have equipped a spaceship with nuclear warheads and plan to crash it into Earth.,"{""reelgood"": ""the-apocalypse-1997"", ""amazon"": ""B07NPW9Z24""}"
The Apostate,1987,163.0,,,https://img.reelgood.com/content/movie/08a1ffe4-6ae2-4f03-aa57-af2bdff0339e/poster-780.jpg,"Comedy, Science-Fiction",,6,75%,Scientist creates a machine that is able to clone human beings. Soon the Government wants to take hold of it for military purposes.,"{""reelgood"": ""the-apostate-1987"", ""netflix"": ""80082660""}"
The Apostle Peter: Redemption,2016,89.0,7+ (PG),,https://img.reelgood.com/content/movie/f0a29299-a89e-42eb-92d8-e11ff2a63042/poster-780.jpg,Drama,,5.6,,"Tormented by his denial of Christ, Peter spent his life attempting to atone for his failures. Now as he faces certain death at the hand of Nero, will he falter again, his weakness betray him or will he rise up triumphant in his final moment?","{""reelgood"": ""the-apostle-peter-redemption-2016"", ""amazon"": ""B01J6UTX4I""}"
The Apostles After Jesus,2017,,,,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMTEiIGhlaWdodD0iMTIuNCIgeG1sbnM9Imh0dHA6Ly93d3cudzMub3JnLzIwMDAvc3ZnIj48cGF0aCBkPSJNMS43NjIuMjk4Qy44MDctLjI1Mi4wMzIuMjA4LjAzMiAxLjMwOHY5Ljc4YzAgMS4xMDguNzY4IDEuNTY0IDEuNzMgMS4wMWw4LjUzLTQuOTA0Yy45NTUtLjU1Ljk2Mi0xLjQzNyAwLTEuOTlMMS43NjEuMjk3eiIgc3Ryb2tlPSJudWxsIiBmaWxsPSIjMDgxMTE4IiBmaWxsLXJ1bGU9ImV2ZW5vZGQiLz48L3N2Zz4=",,,,,"Word for word from the Bible, the dawn of Christianity comes to life through this motion picture of The Acts of the Apostles as Luke (Dean Jones) travels alongside the Apostle Paul journaling the joys, hardships and miracles of the newborn church.","{""reelgood"": ""the-apostles-after-jesus-2017"", ""amazon"": ""B07611PJ7R""}"
The Appeared,2008,104.0,18+ (R),Argentina,https://img.reelgood.com/content/movie/539f76b3-96aa-46cb-949e-3f1e4cce1b0f/poster-780.jpg,"Horror, Mystery, Thriller",Ghost,6.1,,"One night Malena and Pablo, a sister and brother traveling together in Argentina, discover a diary that details crimes committed twenty years ago.","{""reelgood"": ""the-appeared-2008"", ""hulu"": ""the-appeared-3814d00f-2d55-40c3-8ef0-7fdbdcb846f7""}"
The Apple,1980,90.0,7+ (PG),Germany,https://img.reelgood.com/content/movie/852428ae-c5e6-4ed6-96bc-5cf932211882/poster-780.jpg,"Comedy, Fantasy, Science-Fiction, Musical",Music,4.3,20%,"In the glitzy, glittering futuristic world of 1994, music is king -- and the man who controls it is all-powerful malicious mogul Mr. Boogalow. Now he has his eye on two fresh-faced young singers, Alphie and Bibi, who score a hit at his WorldVision Song Festival and fall under the irresistible spell of fame, money, and temptation.","{""reelgood"": ""the-apple-1980"", ""amazon"": ""B00950U0PQ""}"
The Apple Pushers,2012,71.0,All (G),,https://img.reelgood.com/content/movie/434af92e-2189-4cf5-ab6c-d108628d58a6/poster-780.jpg,Documentary,Female Director,6.8,,"The Apple Pushers, narrated by Edward Norton, follows the inspiring stories of five immigrant pushcart vendors who are rolling fresh fruits and vegetables into New York City's food deserts.","{""reelgood"": ""the-apple-pushers-2012"", ""amazon"": ""B079RT86HT""}"
The Arbitration,2016,100.0,,,https://img.reelgood.com/content/movie/e7f0e822-84d7-4bb9-8bf8-871c84cdef41/poster-780.jpg,Drama,,5.6,,"TIFF Rising Stars OC Ukeje and Somkele Iyamah-Idhalama join a stellar cast of Nollywood heavyweights in this whip-smart courtroom drama about lust, betrayal, and the price of ambition.","{""reelgood"": ""the-arbitration-2016"", ""netflix"": ""80208830""}"
The Archer,2017,86.0,,,https://img.reelgood.com/content/movie/e3fcfea3-cb86-4490-b954-6fe9719b76d9/poster-780.jpg,"Drama, Thriller, Action & Adventure",,5.1,80%,"Archer champion Lauren Pierce escapes a corrupt juvenile correctional facility with Rebecca, a fierce but alluring inmate. Together they must survive a desperate warden who is bow-hunting his prey to make sure his secret stays buried","{""reelgood"": ""the-archer-2017"", ""hulu"": ""the-archer-7829a657-e249-4ffd-aaac-30a56274d052""}"
The Architect,2016,95.0,,,https://img.reelgood.com/content/movie/00a2a789-9848-49bb-a1c6-fd6304633a59/poster-780.jpg,"Comedy, Drama",,4.8,,"When a couple sets out to build their dream house, they enlist the services of an uncompromising modernist architect, who proceeds to build HIS dream house instead of theirs.","{""reelgood"": ""the-architect-2016"", ""amazon"": ""B07PZFFC1R""}"
The Architect,2008,93.0,,Germany,https://img.reelgood.com/content/movie/992e2e4a-f8cc-4ac6-9ac6-0f95720932df/poster-780.jpg,Drama,Female Director,6.3,,"Accepting a prize, architect Georg Winter explains that an architect has the good fortune of measuring every completed building against the rightness of his original idea. Soon Georg himself is forced to take stock of the achievements and mistakes he has made in his personal life. An intense drama in which the four members of the family travel to a mountain village to bury Georg's mother. They get stranded in bad weather. This unexpected isolation throws new light on the past and present life of the parents and the two almost-adult children.","{""reelgood"": ""the-architect-2008"", ""amazon"": ""B00V7WP2VM""}"
The Arena,1974,82.0,18+ (R),Italy,https://img.reelgood.com/content/movie/63f39a4c-c85f-41ca-b496-075ad32fde4a/poster-780.jpg,Action & Adventure,Fighting,5.3,,"Female gladiators fight to the death. Inspired by the story of Spartacus, follow the adventures of a bevy of slave girls who, upon finding themselves thrust into the gladiator ring, mount a vicious rebellion to fight their way to freedom.","{""reelgood"": ""the-arena-1974"", ""amazon"": ""B07HLCK6QD""}"
The Arizona Kid,1939,54.0,,America,https://img.reelgood.com/content/movie/b521b884-6035-4543-88aa-f25caf9b4b27/poster-780.jpg,,Animal,6.4,,Roy is a Confederate officer stationed in Missouri during the Civil War. He must put an end to outlaw gangs working under the pretense of service to the Confederacy.,"{""reelgood"": ""the-arizona-kid-1939"", ""amazon"": ""B001G8TKGU""}"
The Ark,2015,88.0,7+ (PG),,https://img.reelgood.com/content/movie/2c842827-b95a-4f5c-8ef7-3ab955eae310/poster-780.jpg,Drama,,4.9,,"Noah, a farmer and family man, is instructed by an angel to build an ark in the middle of a desert in order to save both his family and the faithful from a devastating flood. A seemingly impossible task, especially when his sons refuse to believe him and help, Noah risks ridicule and humiliation from the degenerate townsfolk as well as his loving but exasperated family, in his quest to carry out his God-given task.","{""reelgood"": ""noahs-ark-2015"", ""amazon"": ""B01F8HOW3K""}"
